ema_fast,ema_slow,trend_threshold,use_macd,volume_filter,funding_z_cap,allow_short,regime_filter,regime_fast,regime_slow,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
30,60,0.01,0,-999.0,2.5,1,1,100,200,2.927015039233545,0.40837798127538427,-0.5157193188797087,1.0622507610580656,186,141,45,0.1310938275690882,0.263346020188648,0.1972199238788681,0.0661260963097799,2.726043488940691,0.15668241350646617,0.00023432177700867694,0.2036308598884332
20,120,0.01,0,-999.0,999.0,1,1,100,200,3.288372666604407,0.4397590489017842,-0.5804755495645142,1.0540886590281349,85,65,20,0.15872910805891113,0.3155386397484693,0.23713387390369023,0.07840476584477908,2.845011757900064,0.16374272331638462,0.00020969821143202447,0.20222570707093385
20,200,0.0,0,-999.0,2.5,1,1,100,200,3.697946612834767,0.47301538375294294,-0.6608449779594008,1.0729301058444045,217,160,57,0.17140493132550058,0.39877544266093,0.2850901869932153,0.11368525566771472,4.942406567645781,-0.11879196071333376,0.00018314278096629415,0.19623940006546278
20,120,0.01,0,-999.0,2.5,1,1,100,200,3.0293734226220277,0.4174795256398245,-0.551990088273353,1.0503064673491118,177,138,39,0.14562303491643225,0.2946218765513818,0.220122455733907,0.07449942081747477,2.5431610083673895,0.24248542565196374,0.00021648776359098446,0.19399980487060356
20,120,0.0,0,-999.0,2.5,1,1,100,200,3.460725381633851,0.4540318624738029,-0.6358224905609311,1.0670071111987356,225,167,58,0.15323514810524574,0.354856859175906,0.2540460036405759,0.10081085553533013,3.869201868424976,0.025222326047595667,0.00019724796471089342,0.18947097275327413
12,120,0.01,0,-999.0,999.0,1,1,100,200,3.030250850301287,0.4175567919361589,-0.5636198242990305,1.0289955226304588,101,78,23,0.15522091676319708,0.3082574880026477,0.2317392023829224,0.0765182856197253,2.5413600504390654,0.19701433294808157,0.00020698590366740748,0.18719665591816662
12,60,0.005,0,-999.0,2.5,1,1,100,200,3.1216116008141395,0.42553390056741813,-0.5927330182152898,1.0965737164765401,244,179,65,0.12801588614926362,0.27939765017375473,0.20370676816150918,0.07569088201224557,3.200618252638251,0.10853912492473694,0.00022914270051874509,0.18399607728360023
12,200,0.0,0,-999.0,2.5,1,1,100,200,3.3232970810553564,0.44268549070001795,-0.6350793084248874,1.0361546089017288,230,171,59,0.1667052788350157,0.3898394837001489,0.2782723812675823,0.11156710243256661,3.9109353344251776,-0.012340558529300827,0.00017970100995533944,0.1769535669326607
12,120,0.0,0,-999.0,2.5,1,1,100,200,3.1878779560942663,0.43123735226399984,-0.614583897300539,1.0410387226938922,244,181,63,0.14833691874896573,0.34651663081251033,0.24742677478073805,0.0990898560317723,3.5601512198715737,0.03755696349750259,0.00019533651424095622,0.17599733974842496
12,120,0.01,0,-999.0,2.5,1,1,100,200,2.6761739563614237,0.38529662132358067,-0.5304308787522376,1.0070856845605782,192,149,43,0.14224722819791494,0.28734072480556017,0.21479397650173754,0.0725467483038226,2.161827538908176,0.27985442121711346,0.00021035797489107132,0.17043546617549077
30,200,0.005,0,-999.0,999.0,1,1,100,200,3.399204768281554,0.4489854649107017,-0.6633866458744475,1.0347645238999945,66,45,21,0.1862320039715373,0.4020188648022505,0.2941254343868939,0.10789343041535661,3.7280843061067053,-0.03833398689935741,0.00017182807569860196,0.16903036816847766
